Amino_acid_metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	Carbohydrate_metabolism	Inositol_phosphate_metabolism	Lipid_and_fatty_acid_metabolism	Medium	Metabolism_of_cofactors_and_vitamins	Nucleotide_metabolism	Other	Pseudoreaction	Sink	Terpenoid_backbone_biosynthesis	Transport
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	0	0	0	0	0	0.300831836932826	0	0	0	0	0	0
0	0	0	0	NaN	0	0	0	0	0	0	0	0
0	0	16.9785352777458	0	0	0	0	0	0	0	0	0	0
0	NaN	0	0	0	0	0	0	0	0	0	0	0
0	NaN	0	0	0	0	0	0	0	0	0	0	0
0	NaN	0	0	0	0	0	0	0	0	0	0	0
0	NaN	0	0	0	0	0	0	0	0	0	0	0
0	NaN	0	0	0	0	0	0	0	0	0	0	0
0	NaN	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	NaN	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
2.53120042128831	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.0158140240264316	0	0	0	0	0	0
0	0	0	0	0	0	0.123659655276432	0	0	0	0	0	0
0	0	0	0	0	0	0	NaN	0	0	0	0	0
0	0	0	0	0	0	0	NaN	0	0	0	0	0
0	0	0	0	0	0	0.126795883145355	0	0	0	0	0	0
0	0	0	0	0	0	0.759481780324575	0	0	0	0	0	0
0	0	0	0	0	0	1.88577763213771	0	0	0	0	0	0
0	0	0	0	0	0	20.9000481785329	0	0	0	0	0	0
0	0	0	0	0	0	3.34856807341166	0	0	0	0	0	0
0	0	0	0	0	0	3.6015309366912	0	0	0	0	0	0
0	0	7.57970647323669	0	0	0	0	0	0	0	0	0	0
0	0	0.127981710677691	0	0	0	0	0	0	0	0	0	0
0	0	3.46878695871707	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	NaN
5.25501189631643	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.51774117123327	0	0	0	0	0	0	0	0
0	0	0	0	NaN	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.754981771452866	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.123659655181637
NaN	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	6.30943309564425	0	0	0	0	0	0
0	0	0	0	0	0	0	109.54451150102	0	0	0	0	0
5.24390068842624	0	0	0	0	0	0	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
0	0	NaN	0	0	0	0	0	0	0	0	0	0
1.84417798309767	0	0	0	0	0	0	0	0	0	0	0	0
0.766155722326464	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	NaN	0	0	0	0
0	0	0	0	0	0	0	0	109.544511501034	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	77.5522418415534	0	0	0	0	0	0	0	0	0	0	0
0	NaN	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	0	NaN	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.0171121639781948
0	0	0	0	0	0	0	0	0	0	0	0	0.0171121639781948
0	0	0	0	0	0	0	0	0	0	0	0	0.130166930756007
0	0	0	0	0	0	0.0171039544918356	0	0	0	0	0	0
0	0	0	0	0	0	0.0171039544918356	0	0	0	0	0	0
0	0	0	0	0	0	0.0171039544918356	0	0	0	0	0	0
0	0	0	0	0	0	0.0171039544918356	0	0	0	0	0	0
0	0	0	0	0	0	0.0171039544918356	0	0	0	0	0	0
0	0	0	0	0	0	0.0171039544918356	0	0	0	0	0	0
0	0	0	0	0	0	0.147094730612021	0	0	0	0	0	0
0	0	0	0	0	0	0.0171039544918356	0	0	0	0	0	0
0	0	0	0	0	0	0.0171039544918356	0	0	0	0	0	0
0.758406382175644	0	0	0	0	0	0	0	0	0	0	0	0
0	0	109.54451150103	0	0	0	0	0	0	0	0	0	0
0	0	NaN	0	0	0	0	0	0	0	0	0	0
NaN	0	0	NaN	0	0	0	0	0	0	0	0	0
NaN	0	0	NaN	0	0	0	0	0	0	0	0	0
7.85735879478628	0	0	0	0	0	0	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
37.0367168869566	0	0	0	0	0	0	0	0	0	0	0	0
5.40138650341114	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.123659655272007	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	NaN	0	0	0	0	0
0	0	0	0	0	0	0	NaN	0	0	0	0	0
0	0	0	0	0	0	0	6.33876362487093	0	0	0	0	0
0	0	0	0	0	0	0	NaN	0	0	0	0	0
7.26208869321627	0	0	0	0	0	0	0	0	0	0	0	0
0.762856112397193	0	0	0	0	0	0	0	0	0	0	0	0
54.8575644624842	0	0	0	0	0	0	0	0	0	0	0	0
109.544511501032	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	NaN	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11.3803761022082
0	0	0	0	0	0	0.770855464526021	0	0	0	0	0	0
0	0	0	0	0	0	NaN	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
0	0	NaN	0	0	0	0	0	0	0	0	0	0
0	0	6.50249025705399	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	0	0	0	0	0	0	0	0	0	0	0	NaN
0	0	0	0	0	0	0	0	0	0	0	0	NaN
6.11173971999987	0	0	0	0	0	0	0	0	0	0	0	0
1.94305023505624	0	0	0	0	0	0	0	0	0	0	0	0
8.32990454763386	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.0171162202416212
0	0	0	0	0	0	0.123659655486509	0	0	0	0	0	0
0	0	0	0	0	0	0.12366345543117	0	0	0	0	0	0
0	0	0	0	0	0	0.123659655287555	0	0	0	0	0	0
0	0	0	0	0	0	0.123659655293463	0	0	0	0	0	0
0	0	0	0	0	0	0.12365965526573	0	0	0	0	0	0
0	0	0	0	0	0	0.123659655616452	0	0	0	0	0	0
0	0	0	0	0	0	0.123659655265778	0	0	0	0	0	0
0	0	0	0	0	0	NaN	0	0	0	0	0	0
NaN	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4.0306707067749	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.99666229192913
0	0	0	0	0	0	0	0	0	0	0	0	1.71447833772664
0	0	0	0	0	0	0	0	0	0	0	0	0.0170540295360589
