Row	c1	c2	c3
d_glucose	0.00120214629533329	0.00127739437628902	0.00129630530110457
d_fructose	0.00114597580250723	0.00133407463189392	0.00116460549156271
raffinose	0.00141045348680549	0.00142965180604541	0.0014856974629012
melibiose	0.00105205688851046	0.00110955453581561	0.000908063497682719
