GLOIN_2v100066	0
GLOIN_2v100085	1.33333
GLOIN_2v1003420	0
GLOIN_2v100443	74.6667
GLOIN_2v1004476	240.333
GLOIN_2v1005326	242.333
GLOIN_2v100546	0
GLOIN_2v1009838	60.6667
GLOIN_2v1011149	133.333
GLOIN_2v1011420	9
GLOIN_2v1011475	343
GLOIN_2v1011575	40.3333
GLOIN_2v1012983	286
GLOIN_2v1013708	146.333
GLOIN_2v1014058	0
GLOIN_2v1014227	66.6667
GLOIN_2v1014596	90.6667
GLOIN_2v1014651	12.6667
GLOIN_2v1014763	0
GLOIN_2v101486	4.66667
GLOIN_2v1014899	142
GLOIN_2v101497	11.3333
GLOIN_2v1014979	1.33333
GLOIN_2v1015043	0
GLOIN_2v1015051	0
GLOIN_2v101580	34.3333
GLOIN_2v1016225	0
GLOIN_2v101651	89.6667
GLOIN_2v101696	12
GLOIN_2v1016968	58.3333
GLOIN_2v1017235	4
GLOIN_2v101752	2
GLOIN_2v101819	64
GLOIN_2v101857	67
GLOIN_2v1018781	113.333
GLOIN_2v1019687	77
GLOIN_2v102067	2.33333
GLOIN_2v1021481	0.666667
GLOIN_2v1022074	16.6667
GLOIN_2v1022470	2.33333
GLOIN_2v1025144	8.66667
GLOIN_2v1025220	103.667
GLOIN_2v1025801	5
GLOIN_2v1026385	2.33333
GLOIN_2v1026699	0
GLOIN_2v1026830	1.66667
GLOIN_2v1027159	164
GLOIN_2v1027721	0.666667
GLOIN_2v1027802	0
GLOIN_2v102803	0
GLOIN_2v1028740	3.33333
GLOIN_2v102878	19.6667
GLOIN_2v1030212	5
GLOIN_2v103063	1.33333
GLOIN_2v1030945	23.3333
GLOIN_2v103127	0.333333
GLOIN_2v103136	0
GLOIN_2v1031550	358
GLOIN_2v1032243	33.3333
GLOIN_2v103297	3.66667
GLOIN_2v1033089	52.6667
GLOIN_2v1033202	87
GLOIN_2v1033498	23
GLOIN_2v103547	0
GLOIN_2v1035659	248.333
GLOIN_2v1036623	83.3333
GLOIN_2v103670	0
GLOIN_2v103712	2
GLOIN_2v1037402	419.333
GLOIN_2v1037654	110
GLOIN_2v1037716	602
GLOIN_2v103794	18
GLOIN_2v1038115	466
GLOIN_2v1039212	567.667
GLOIN_2v1039291	414.667
GLOIN_2v1039659	149
GLOIN_2v104305	0
GLOIN_2v1043330	1
GLOIN_2v1043511	0
GLOIN_2v1044124	1.66667
GLOIN_2v1045623	54.3333
GLOIN_2v1045877	0.333333
GLOIN_2v1045878	0.666667
GLOIN_2v1048200	255.333
GLOIN_2v104871	0.333333
GLOIN_2v1048828	2
GLOIN_2v1048949	448
GLOIN_2v1049188	5
GLOIN_2v1049685	0.333333
GLOIN_2v1051165	35
GLOIN_2v105535	0
GLOIN_2v1057638	283
GLOIN_2v1057704	180
GLOIN_2v1058196	27.6667
GLOIN_2v1059289	442.333
GLOIN_2v1061838	31.6667
GLOIN_2v1064476	16.6667
GLOIN_2v1065365	34.6667
GLOIN_2v1065429	2.33333
GLOIN_2v1066075	81.3333
GLOIN_2v1066252	8
GLOIN_2v1066344	0
GLOIN_2v1066398	25.3333
GLOIN_2v1066428	34.3333
GLOIN_2v1066713	51.3333
GLOIN_2v1066737	17
GLOIN_2v1067111	339.667
GLOIN_2v1067973	2.33333
GLOIN_2v1068230	28.6667
GLOIN_2v1069194	0
GLOIN_2v1069220	0
GLOIN_2v1069653	2.33333
GLOIN_2v1070741	8
GLOIN_2v1070978	52.6667
GLOIN_2v1070997	0
GLOIN_2v1071026	10
GLOIN_2v1071028	9
