rxns	kcats	EC_Numbers
r_1684_REV		
r_1686_REV		
r_1687_REV		
r_1688_REV		
r_1689_REV		
r_1691_REV		
r_1694_REV		
r_1695_REV		
r_1696_REV		
r_1697_REV		
r_1698_REV		
r_1699_REV		
r_1700_REV		
r_1702_REV		
r_1704_REV		
r_1705_REV		
r_1706_REV		
r_1707_REV		
r_1708_REV		
r_1709_REV		
r_1710_REV		
r_1711_REV		
r_1712_REV		
r_1713_REV		
r_1714_REV		
r_1715_REV		
r_1716_REV		
r_1717_REV		
r_1718_REV		
r_1719_REV		
r_1720_REV		
r_1721_REV		
r_1726_REV		
r_1727_REV		
r_1729_REV	783	EC2.7.4.3
r_1730_REV		
r_1737_REV		
r_1738_REV		
r_1743_REV		
r_1745_REV		
r_1746_REV		
r_1747_REV		
r_1748_REV		
r_1749_REV		
r_1750_REV		
r_1751_REV		
r_1752_REV		
r_1753_REV		
r_1754_REV		
r_1757_REV		
r_1758_REV		
r_1759_REV		
r_1760_REV		
r_1761_REV		
r_1762_REV		
r_1763_REV		
r_1764_REV		
r_1765_REV		
r_1766_REV		
r_1770_REV		
r_1771_REV		
r_1772_REV		
r_1774_REV		
r_1775_REV		
r_1776_REV		
r_1777_REV		
r_1788_REV		
r_1791_REV		
r_1792_REV		
r_1793_REV		
r_1795_REV		
r_1796_REV		
r_1798_REV		
r_1800_REV		
r_1801_REV		
r_1802_REV		
r_1803_REV		
r_1805_REV		
r_1806_REV		
r_1807_REV		
r_1808_REV		
r_1809_REV		
r_1810_REV		
r_1811_REV		
r_1812_REV		
r_1813_REV		
r_1814_REV		
r_1815_REV		
r_1816_REV		
r_1817_REV		
r_1818_REV		
r_1819_REV		
r_1820_REV		
r_1825_REV		
r_1826_REV		
r_1827_REV		
r_1829_REV		
r_1830_REV		
r_1831_REV		
r_1832_REV		
r_1833_REV		
r_1834_REV		
r_1835_REV		
r_1836_REV		
r_1839_REV		
r_1840_REV		
r_1841_REV		
r_1842_REV		
r_1843_REV		
r_1844_REV		
r_1845_REV		
r_1846_REV		
r_1847_REV		
r_1849_REV		
r_1851_REV		
r_1852_REV		
r_1853_REV		
r_1854_REV		
r_1855_REV		
r_1856_REV		
r_1857_REV		
r_1858_REV		
r_1859_REV		
r_1860_REV		
r_1861_REV		
r_1862_REV		
r_1863_REV		
r_1864_REV		
r_1865_REV		
r_1866_REV		
r_1867_REV		
r_1868_REV		
r_1869_REV		
r_1870_REV		
r_1873_REV		
r_1875_REV		
r_1876_REV		
r_1877_REV		
r_1878_REV		
r_1879_REV		
r_1880_REV		
r_1881_REV		
r_1883_REV		
r_1884_REV		
r_1885_REV		
r_1886_REV		
r_1887_REV		
r_1889_REV		
r_1890_REV		
r_1891_REV		
r_1892_REV		
r_1893_REV		
r_1895_REV		
r_1896_REV		
r_1897_REV		
r_1899_REV		
r_1900_REV		
r_1901_REV		
r_1902_REV		
r_1903_REV		
r_1904_REV		
r_1905_REV		
r_1906_REV		
r_1907_REV		
r_1908_REV		
r_1909_REV		
r_1910_REV		
r_1911_REV		
r_1912_REV		
r_1913_REV		
r_1914_REV		
r_1915_REV		
r_1916_REV		
r_1920_REV		
r_1921_REV		
r_1922_REV		
r_1923_REV		
r_1924_REV		
r_1925_REV		
r_1926_REV		
r_1927_REV		
r_1928_REV		
r_1929_REV		
r_1930_REV		
r_1931_REV		
r_1932_REV		
r_1937_REV		
r_1938_REV		
r_1939_REV		
r_1940_REV		
r_1941_REV		
r_1942_REV		
r_1943_REV		
r_1944_REV		
r_1945_REV		
r_1946_REV		
r_1947_REV		
r_1952_REV		
r_1963_REV		
r_1964_REV		
r_1965_REV		
r_1966_REV		
r_1967_REV		
r_1968_REV		
r_1970_REV		
r_1971_REV		
r_1977_REV		
r_1978_REV		
r_1979_REV		
r_1980_REV		
r_1981_REV		
r_1984_REV		
r_1987_REV		
r_1988_REV		
r_1989_REV		
r_1991_REV		
r_1992_REV		
r_1993_REV		
r_1994_REV		
r_1995_REV		
r_1996_REV		
r_1998_REV		
r_1999_REV		
r_2000_REV		
r_2001_REV		
r_2002_REV		
r_2003_REV		
r_2005_REV		
r_2008_REV		
r_2020_REV		
r_2022_REV		
r_2023_REV		
r_2024_REV		
r_2028_REV		
r_2031_REV		
r_2032_REV		
r_2033_REV		
r_2036_REV		
r_2037_REV		
r_2038_REV		
r_2042_REV		
r_2043_REV		
r_2044_REV		
r_2045_REV		
r_2046_REV		
r_2049_REV		
r_2051_REV		
r_2052_REV		
r_2053_REV		
r_2054_REV		
r_2055_REV		
r_2056_REV		
r_2057_REV		
r_2058_REV		
r_2060_REV		
r_2061_REV		
r_2062_REV		
r_2063_REV		
r_2066_REV		
r_2067_REV		
r_2068_REV		
r_2073_REV		
r_2075_REV		
r_2080_REV		
r_2083_REV		
r_2084_REV		
r_2085_REV		
r_2087_REV		
r_2089_REV		
r_2090_REV		
r_2091_REV		
r_2092_REV		
r_2093_REV		
r_2094_REV		
r_2095_REV		
r_2096_REV		
r_2097_REV		
r_2098_REV		
r_2099_REV		
r_2100_REV		
r_2101_REV		
r_2102_REV		
r_2104_REV		
r_2105_REV		
r_2106_REV		
r_2107_REV		
r_2111_REV		
r_2125_REV		
r_2134_REV		
r_2136_REV		
r_2137_REV		
r_2139_REV		
r_2184_REV		
r_2185_REV		
r_2186_REV		
r_2187_REV		
r_2188_REV		
r_2189_REV		
r_2190_REV		
r_2191_REV		
r_2192_REV		
r_2193_REV		
r_2229_REV		
r_2230_REV		
r_2231_REV		
r_3332_REV		
r_3333_REV		
r_3334_REV		
r_3335_REV		
r_3336_REV		
r_3337_REV		
r_3338_REV		
r_3339_REV		
r_3340_REV		
r_3341_REV		
r_3342_REV		
r_3343_REV		
r_3344_REV		
r_3345_REV		
r_3346_REV		
r_3347_REV		
r_3508_REV		
r_3509_REV		
r_3510_REV		
r_3511_REV		
r_3512_REV		
r_3513_REV		
r_3514_REV		
r_3515_REV		
r_3516_REV		
r_3517_REV		
r_3518_REV		
r_3519_REV		
r_3520_REV		
r_3521_REV		
r_3522_REV		
r_3523_REV		
r_3524_REV		
r_3525_REV		
r_3526_REV		
r_3527_REV		
r_3528_REV		
r_3529_REV		
r_3530_REV		
r_3531_REV		
r_3532_REV		
r_3533_REV		
r_3534_REV		
r_3535_REV		
r_3536_REV		
r_3537_REV		
r_3538_REV		
r_3539_REV		
r_3540_REV		
r_3541_REV		
r_3542_REV		
r_3543_REV		
r_3544_REV		
r_3545_REV		
r_3546_REV		
r_3547_REV		
r_3548_REV		
r_3549_REV		
r_3550_REV		
r_3551_REV		
r_3552_REV		
r_3553_REV		
r_3554_REV		
r_3555_REV		
r_3556_REV		
r_3557_REV		
r_3558_REV		
r_3559_REV		
r_3560_REV		
r_3561_REV		
r_3562_REV		
r_3563_REV		
r_3564_REV		
r_3565_REV		
r_3566_REV		
r_3567_REV		
r_3568_REV		
r_3569_REV		
r_3570_REV		
r_3571_REV		
r_3572_REV		
r_3573_REV		
r_3574_REV		
r_3575_REV		
r_3576_REV		
r_3577_REV		
r_3578_REV		
r_3579_REV		
r_3580_REV		
r_3581_REV		
r_3582_REV		
r_3583_REV		
r_3584_REV		
r_3585_REV		
r_3586_REV		
r_3587_REV		
r_3588_REV		
r_3589_REV		
r_3590_REV		
r_3591_REV		
r_3592_REV		
r_3593_REV		
r_3594_REV		
r_3595_REV		
r_3596_REV		
r_3597_REV		
r_3598_REV		
r_3599_REV		
r_3600_REV		
r_3601_REV		
r_3602_REV		
r_3603_REV		
r_3604_REV		
r_3605_REV		
r_3606_REV		
r_3607_REV		
r_3608_REV		
r_3609_REV		
r_3610_REV		
r_3611_REV		
r_3612_REV		
r_3613_REV		
r_3614_REV		
r_3615_REV		
r_3616_REV		
r_3617_REV		
r_3618_REV		
r_3619_REV		
r_3620_REV		
r_3621_REV		
r_3622_REV		
r_3623_REV		
r_3624_REV		
r_3625_REV		
r_3626_REV		
r_3627_REV		
r_3628_REV		
r_3629_REV		
r_3630_REV		
r_3631_REV		
r_3632_REV		
r_3633_REV		
r_3634_REV		
r_3635_REV		
r_3636_REV		
r_3637_REV		
r_3638_REV		
r_3639_REV		
r_3640_REV		
r_3641_REV		
r_3642_REV		
r_3643_REV		
r_3644_REV		
r_3645_REV		
r_3646_REV		
r_3647_REV		
r_3648_REV		
r_3649_REV		
r_3650_REV		
r_3651_REV		
r_3652_REV		
r_3653_REV		
r_3654_REV		
r_3655_REV		
r_3656_REV		
r_3657_REV		
r_3658_REV		
r_3659_REV		
r_3660_REV		
r_3661_REV		
r_3662_REV		
r_3663_REV		
r_3664_REV		
r_3665_REV		
r_3666_REV		
r_3667_REV		
r_3668_REV		
r_3669_REV		
r_3670_REV		
r_3671_REV		
r_3672_REV		
r_3673_REV		
r_3674_REV		
r_3675_REV		
r_3676_REV		
r_3677_REV		
r_3678_REV		
r_3679_REV		
r_3680_REV		
r_3681_REV		
r_3682_REV		
r_3683_REV		
r_3684_REV		
r_3685_REV		
r_3686_REV		
r_3687_REV		
r_3688_REV		
r_3689_REV		
r_3690_REV		
r_3691_REV		
r_3692_REV		
r_3693_REV		
r_3694_REV		
r_3695_REV		
r_3696_REV		
r_3697_REV		
r_3698_REV		
r_3699_REV		
r_3700_REV		
r_3701_REV		
r_3702_REV		
r_3703_REV		
r_3704_REV		
r_3705_REV		
r_3706_REV		
r_3707_REV		
r_3708_REV		
r_3709_REV		
r_3710_REV		
r_3711_REV		
r_3712_REV		
r_3713_REV		
r_3714_REV		
r_3715_REV		
r_3716_REV		
r_3717_REV		
r_3718_REV		
r_3719_REV		
r_3720_REV		
r_3721_REV		
r_3722_REV		
r_3723_REV		
r_3724_REV		
r_3725_REV		
r_3726_REV		
r_3727_REV		
r_3728_REV		
r_3729_REV		
r_3730_REV		
r_3731_REV		
r_3732_REV		
r_3733_REV		
r_3734_REV		
r_3735_REV		
r_3736_REV		
r_3737_REV		
r_3738_REV		
r_3739_REV		
r_3740_REV		
r_3741_REV		
r_3742_REV		
r_3743_REV		
r_3744_REV		
r_3745_REV		
r_3746_REV		
r_3747_REV		
r_3748_REV		
r_3749_REV		
r_3750_REV		
r_3751_REV		
r_3752_REV		
r_3753_REV		
r_3754_REV		
r_3755_REV		
r_3756_REV		
r_3757_REV		
r_3758_REV		
r_3759_REV		
r_3760_REV		
r_3761_REV		
r_3762_REV		
r_3763_REV		
r_3764_REV		
r_3765_REV		
r_3766_REV		
r_3767_REV		
r_3768_REV		
r_3769_REV		
r_3770_REV		
r_3771_REV		
r_3772_REV		
r_3773_REV		
r_3774_REV		
r_3775_REV		
r_3776_REV		
r_3777_REV		
r_3778_REV		
r_3779_REV		
r_3780_REV		
r_3781_REV		
r_3782_REV		
r_3783_REV		
r_3784_REV		
r_3785_REV		
r_3786_REV		
r_3787_REV		
r_3788_REV		
r_3789_REV		
r_3790_REV		
r_3791_REV		
r_3792_REV		
r_3793_REV		
r_3794_REV		
r_3795_REV		
r_3796_REV		
r_3797_REV		
r_3798_REV		
r_3799_REV		
r_3800_REV		
r_3801_REV		
r_3802_REV		
r_3803_REV		
r_3804_REV		
r_3805_REV		
r_3806_REV		
r_3807_REV		
r_3808_REV		
r_3809_REV		
r_3810_REV		
r_3811_REV		
r_3812_REV		
r_3813_REV	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3814_REV	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3815_REV	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3816_REV	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3817_REV	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3818_REV	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3819_REV	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3820_REV	127.5;127.5	EC3.6.3.1;EC3.6.3.1
r_3821_REV	127.5	EC3.6.3.1
r_3822_REV	127.5	EC3.6.3.1
r_3823_REV	127.5	EC3.6.3.1
r_3824_REV	127.5	EC3.6.3.1
r_3825_REV	127.5	EC3.6.3.1
r_3826_REV	127.5	EC3.6.3.1
r_3827_REV	127.5	EC3.6.3.1
r_3828_REV	127.5	EC3.6.3.1
r_3829_REV		
r_3830_REV		
r_3831_REV		
r_3832_REV		
r_3833_REV		
r_3834_REV		
r_3835_REV		
r_3836_REV		
r_3837_REV		
r_3838_REV		
r_3839_REV		
r_3840_REV		
r_3841_REV		
r_3842_REV		
r_3843_REV		
r_3844_REV		
r_3845_REV		
r_3846_REV		
r_3847_REV		
r_3848_REV		
r_3849_REV		
r_3850_REV		
r_3851_REV		
r_3852_REV		
r_3853_REV		
r_3854_REV		
r_3855_REV		
r_3856_REV		
r_3857_REV		
r_3858_REV		
r_3859_REV		
r_3860_REV		
r_3861_REV		
r_3862_REV		
r_3863_REV		
r_3864_REV		
r_3865_REV		
r_3866_REV		
r_3867_REV		
r_3868_REV		
r_3869_REV		
r_3870_REV		
r_3871_REV		
r_3872_REV		
r_3873_REV		
r_3874_REV		
r_3875_REV		
r_3876_REV		
r_3877_REV		
r_3878_REV		
r_3879_REV		
r_3880_REV		
r_3881_REV		
r_3882_REV		
r_3883_REV		
r_3884_REV		
r_3885_REV	127.5	EC3.6.3.1
r_3886_REV	127.5	EC3.6.3.1
r_3887_REV	127.5	EC3.6.3.1
r_3888_REV	127.5	EC3.6.3.1
r_3889_REV	127.5	EC3.6.3.1
r_3890_REV	127.5	EC3.6.3.1
r_3891_REV	127.5	EC3.6.3.1
r_3892_REV	127.5	EC3.6.3.1
r_3893_REV	127.5	EC3.6.3.1
r_3894_REV	127.5	EC3.6.3.1
r_3895_REV	127.5	EC3.6.3.1
r_3896_REV	127.5	EC3.6.3.1
r_3897_REV	127.5	EC3.6.3.1
r_3898_REV	127.5	EC3.6.3.1
r_3899_REV	127.5	EC3.6.3.1
r_3900_REV	127.5	EC3.6.3.1
r_3901_REV		
r_3902_REV		
r_3903_REV		
r_3904_REV		
r_3905_REV		
r_3906_REV		
r_3907_REV		
r_3908_REV		
r_3909_REV		
r_3910_REV		
r_3911_REV		
r_3912_REV		
r_3913_REV		
r_3914_REV		
r_3915_REV		
r_3916_REV		
r_3917_REV		
r_3918_REV		
r_3919_REV		
r_3920_REV		
r_3921_REV		
r_3922_REV		
r_3923_REV		
r_3924_REV		
r_3925_REV		
r_3926_REV		
r_3927_REV		
r_3928_REV		
r_3929_REV		
r_3930_REV		
r_3931_REV		
r_3932_REV		
r_3933_REV		
r_3934_REV		
r_3935_REV		
r_3936_REV		
r_3937_REV		
r_3938_REV		
r_3939_REV		
r_3941_REV		
r_3942_REV		
r_3943_REV		
r_3944_REV		
r_3945_REV		
r_3946_REV		
r_3947_REV		
r_3948_REV		
r_3949_REV		
r_3950_REV		
r_3951_REV		
r_3952_REV		
r_3953_REV		
r_3954_REV		
r_3955_REV		
r_3956_REV		
r_3957_REV		
r_3958_REV		
r_3959_REV		
r_3960_REV		
r_3961_REV		
r_3962_REV		
r_3973_REV		
r_3987_REV		
r_3996_REV		
r_4005_REV		
r_4038_REV		
r_4040_REV		
r_4043_REV		
r_4044_REV		
r_4152_REV	6700;6700	EC4.4.1.17;EC4.4.1.-
r_4153_REV	18.1	EC1.1.1.303
r_4154_REV	18.1	EC1.1.1.303
r_4156_REV	23.6;23.6	EC3.4.11.18;EC3.4.11.18
r_4157_REV	23.4;0.028	EC3.1.3.84 EC3.2.2.-;EC3.1.3.84
r_4158_REV	4.17	EC1.6.5.5
r_4159_REV	1.5	EC2.4.1.141
r_4160_REV	7.92	EC3.6.1.13
r_4161_REV		
r_4162_REV		
r_4163_REV		
r_4164_REV	79	EC6.-.-.-
r_4165_REV	138.72	EC3.2.1.84
r_4166_REV	138.72	EC3.2.1.84
r_4167_REV		
r_4168_REV		
r_4169_REV		
r_4170_REV	0.45333	EC2.7.8.15
r_4173_REV	137.1	EC2.8.1.7
r_4174_REV		
r_4175_REV	18.1;18.1;18.1;18.1;18.1;18.1	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4176_REV	18.1;18.1;18.1;18.1;18.1;18.1	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4177_REV	18.1;18.1;18.1;18.1;18.1;18.1	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4178_REV	18.1;18.1;18.1;18.1;18.1;18.1	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4179_REV	18.1;18.1;18.1;18.1;18.1;18.1	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4180_REV	54.4;54.4;54.4;54.4;54.4;54.4	EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-;EC1.1.1.-
r_4181_REV	20	EC3.6.3.-
r_4183_REV	920;920	EC1.1.1.-;EC1.1.1.-
r_4184_REV	0.0276	EC4.1.3.17 EC4.1.1.3
r_4186_REV	17.9167	EC1.8.4.11
r_4189_REV	24	EC4.2.1.96
r_4190_REV	100000	EC1.15.1.1
r_4191_REV	833;833	EC3.1.3.68;EC3.1.3.68
r_4192_REV	0.00018915	EC2.1.1.59
r_4193_REV	0.038;0.038;0.038	EC2.1.1.43;EC2.1.1.43;EC2.1.1.43
r_4194_REV		
r_4195_REV		
r_4196_REV	300;300	EC1.6.2.2;EC1.6.2.2
r_4197_REV	300;300;300	EC1.6.2.2;EC1.6.2.2;EC1.6.2.2
r_4198_REV	1.07	EC1.1.1.320
r_4199_REV	38.18	EC2.5.1.18
r_4200_REV	38.18;99830	EC2.5.1.18;EC2.5.1.18 EC1.8.5.1
r_4201_REV	38.18	EC2.5.1.18
r_4202_REV	14	EC1.8.4.14
r_4203_REV	33300	EC3.4.11.22
r_4204_REV	33300	EC3.4.11.22
r_4206_REV	23.4	EC4.3.1.16
r_4207_REV	99830	EC2.5.1.18 EC1.8.5.1
r_4208_REV	99830	EC2.5.1.18 EC1.8.5.1
r_4209_REV	99830	EC2.5.1.18 EC1.8.5.1
r_4210_REV	940000;940000	EC4.2.1.69;EC4.2.1.69
r_4211_REV	6249;6249	EC4.3.3.6 EC3.5.1.2;EC4.3.3.6 EC3.5.1.2
r_4212_REV	0.127;0.127	EC4.3.3.6;EC4.3.3.6
r_4214_REV	33300	EC3.4.13.-
r_4215_REV	33300	EC3.4.13.-
r_4216_REV	929.04	EC3.1.3.2
r_4217_REV	2.2	EC1.16.3.1
r_4218_REV	979	EC3.1.-.-
r_4219_REV	979	EC3.1.-.-
r_4220_REV	108	EC3.1.3.41
r_4221_REV	161	EC1.1.1.14
r_4223_REV	266	EC3.1.2.4
r_4225_REV	73;73	EC3.1.3.-;EC3.1.3.-
r_4226_REV	8.64	EC2.6.1.2
r_4227_REV	7216	EC3.5.1.4
r_4228_REV	7216	EC3.5.1.4
r_4229_REV	7216	EC3.5.1.4
r_4230_REV	333.3	EC3.5.1.4
r_4231_REV	7216	EC3.5.1.4
r_4233_REV	0.453	EC2.1.1.100
r_4234_REV	1.5	EC2.4.1.198
r_4236_REV	1.25;1.25;1.25;1.25	EC4.2.1.130;EC4.2.1.130;EC4.2.1.130;EC4.2.1.130
r_4239_REV	0.0667	EC2.3.2.8
r_4240_REV	0.011492	EC2.4.99.18
r_4241_REV	15247.5	EC3.2.1.106
r_4242_REV	1.7	EC2.4.1.232
r_4243_REV	1.7	EC2.4.1.132 EC2.4.1.257
r_4244_REV	1.7	EC2.4.1.132 EC2.4.1.257
r_4248_REV	17	EC4.3.1.18
r_4249_REV	84	EC2.5.1.47
r_4250_REV	3830	EC3.6.1.43
r_4251_REV	8.92	EC2.7.7.41
r_4252_REV		
r_4253_REV	70.9	EC2.4.1.256
r_4260_REV	170	EC3.5.-.-
r_4261_REV	170	EC3.5.-.-
r_4262_REV	1.1	EC4.2.1.-
r_4263_REV		
r_4264_REV	658	EC1.3.1.6
r_4269_REV	79	EC3.6.1.9
r_4270_REV	100000	EC1.15.1.1
r_4271_REV	8.51;3430	EC3.2.1.113;EC3.2.1.-
r_4272_REV	8.51;3430	EC3.2.1.113;EC3.2.1.-
r_4273_REV	6400	EC1.13.12.16
r_4274_REV	121;121	EC2.5.1.48;EC2.5.1.48
r_4275_REV	8.24;2;2;2;2;2;2	EC1.16.1.7;EC1.16.1.9;EC1.16.1.9;EC1.16.1.9;EC1.16.1.9;EC1.16.1.9;EC1.16.1.9
r_4276_REV	2	EC1.16.1.9
r_4277_REV	5.23;5.23	EC2.3.1.51;EC2.3.1.51
r_4279_REV	2.55	EC3.6.1.55
r_4280_REV	0.2	EC2.3.1.181
r_4281_REV	0.2	EC2.3.1.181
r_4288_REV	446	EC5.1.3.15
r_4291_REV	240	EC1.2.1.3
r_4292_REV	67.5	EC1.2.1.3
r_4295_REV	240	EC1.2.1.3
r_4296_REV	240	EC1.2.1.3
r_4297_REV	240	EC1.2.1.3
r_4298_REV	240	EC1.2.1.3
r_4299_REV	240	EC1.2.1.3
r_4300_REV	240	EC1.2.1.3
r_4301_REV	240	EC1.2.1.3
r_4302_REV	240	EC1.2.1.3
r_4303_REV	67.5	EC1.2.1.3
r_4304_REV	67.5	EC1.2.1.3
r_4305_REV	240	EC1.2.1.3
r_4306_REV	240	EC1.2.1.3
r_4307_REV	240	EC1.2.1.3
r_4310_REV	0.85	EC2.4.1.131
r_4311_REV	0.85	EC2.4.1.131
r_4312_REV	0.078	EC2.1.1.22
r_4313_REV	70.9	EC2.4.1.259 EC2.4.1.261
r_4314_REV	70.9	EC2.4.1.259 EC2.4.1.261
r_4315_REV	13	EC1.1.1.26
r_4316_REV	70.9	EC2.4.1.260
r_4317_REV	129	EC3.2.1.10
r_4318_REV	129	EC3.2.1.10
r_4319_REV	129	EC3.2.1.10
r_4320_REV	70.9	EC2.4.1.267
r_4321_REV	70.9	EC2.4.1.265
r_4322_REV	70.9	EC2.4.1.-
r_4323_REV	137.1	EC2.8.1.8
r_4324_REV	137.1	EC2.8.1.8
r_4326_REV	54;54;54	EC2.8.1.1;EC2.8.1.1;EC2.8.1.1
r_4327_REV		
r_4328_REV	1.5	EC2.4.1.117
r_4329_REV		
r_4330_REV	117.5	EC1.1.1.65
r_4331_REV	1.3;1.3	EC3.2.1.14;EC3.2.1.14
r_4332_REV		
r_4333_REV	1550;3830	EC3.6.1.11;EC3.6.1.10 EC3.6.1.- EC3.6.1.11
r_4336_REV	170	EC3.5.-.-
r_4337_REV		
r_4338_REV	129	EC3.2.1.10
r_4339_REV		
r_4340_REV	1.6	EC2.3.1.36 EC2.3.1.48
r_4341_REV		
r_4343_REV		
r_4346_REV		
r_4348_REV		
r_4349_REV		
r_4352_REV		
r_4355_REV		
r_4356_REV		
r_4358_REV		
r_4360_REV		
r_4361_REV		
r_4364_REV		
r_4365_REV		
r_4366_REV		
r_4367_REV		
r_4369_REV		
r_4371_REV		
r_4373_REV		
r_4375_REV		
r_4377_REV		
r_4379_REV		
r_4380_REV		
r_4381_REV		
r_4382_REV		
r_4383_REV		
r_4385_REV		
r_4387_REV		
r_4389_REV		
r_4390_REV		
r_4392_REV		
r_4394_REV		
r_4395_REV		
r_4397_REV		
r_4398_REV		
r_4399_REV		
r_4401_REV		
r_4402_REV		
r_4404_REV		
r_4405_REV		
r_4406_REV		
r_4407_REV		
r_4408_REV		
r_4410_REV		
r_4419_REV		
r_4420_REV		
r_4421_REV		
r_4422_REV		
r_4423_REV		
r_4424_REV		
r_4425_REV		
r_4426_REV		
r_4427_REV		
r_4428_REV		
r_4429_REV		
r_4430_REV		
r_4431_REV		
r_4433_REV		
r_4434_REV		
r_4437_REV		
r_4438_REV		
r_4440_REV		
r_4441_REV		
r_4442_REV		
r_4443_REV		
r_4444_REV		
r_4445_REV		
r_4446_REV		
r_4447_REV		
r_4448_REV		
r_4449_REV		
r_4450_REV		
r_4451_REV		
r_4452_REV		
r_4453_REV		
r_4454_REV		
r_4455_REV		
r_4456_REV		
r_4457_REV	127.5	EC3.6.3.1
r_4458_REV		
r_4459_REV		
r_4460_REV		
r_4461_REV		
r_4462_REV		
r_4463_REV		
r_4464_REV		
r_4465_REV		
r_4466_REV		
r_4467_REV		
r_4468_REV		
r_4469_REV		
r_4470_REV		
r_4471_REV		
r_4472_REV		
r_4473_REV		
r_4474_REV		
r_4475_REV		
r_4476_REV		
r_4477_REV		
r_4478_REV		
r_4479_REV		
r_4480_REV		
r_4482_REV		
r_4483_REV		
r_4484_REV	121;121;121	EC2.5.1.48;EC2.5.1.48;EC2.5.1.48
r_4490_REV		
r_4493_REV		
r_4494_REV		
r_4496_REV		
r_4497_REV		
r_4498_REV		
r_4499_REV		
r_4500_REV		
r_4501_REV		
r_4502_REV		
r_4503_REV		
r_4504_REV		
r_4505_REV		
r_4506_REV		
r_4507_REV		
r_4508_REV		
r_4509_REV		
r_4510_REV		
r_4511_REV		
r_4512_REV		
r_4513_REV		
r_4514_REV		
r_4515_REV		
r_4516_REV		
r_4517_REV		
r_4518_REV		
r_4519_REV		
r_4520_REV		
r_4521_REV		
r_4522_REV		
r_4523_REV		
r_4524_REV		
r_4525_REV		
r_4526_REV		
r_4527_REV		
r_4528_REV		
r_4529_REV		
r_4530_REV		
r_4531_REV		
r_4532_REV		
r_4533_REV		
r_4534_REV		
r_4535_REV		
r_4536_REV		
r_4537_REV		
r_4538_REV		
r_4539_REV		
r_4540_REV		
r_4541_REV		
r_4542_REV		
r_4543_REV		
r_4544_REV		
r_4545_REV		
r_4546_REV		
r_4547_REV		
r_4548_REV		
r_4549_REV		
r_4550_REV		
r_4551_REV		
r_4552_REV		
r_4553_REV		
r_4554_REV		
r_4555_REV		
r_4556_REV		
r_4557_REV		
r_4558_REV		
r_4559_REV		
r_4560_REV		
r_4561_REV		
r_4562_REV		
r_4563_REV		
r_4564_REV		
r_4565_REV		
r_4570_REV		
r_4571_REV		
r_4572_REV		
r_4576_REV		
r_4580_REV		
r_4587_REV		
r_4588_REV		
r_4589_REV		
r_4590_REV		
r_4591_REV		
r_4592_REV		
r_4593_REV		
r_4594_REV		
r_4595_REV		
r_4596_REV		
r_4597_REV		
r_4600_REV		
r_4601_REV		
r_4602_REV		
r_4603_REV		
r_4604_REV		
r_4605_REV		
r_4606_REV		
r_4607_REV		
r_4609_REV		
r_4610_REV		
r_4611_REV		
r_4612_REV		
r_4613_REV		
r_4614_REV		
r_4615_REV		
r_4616_REV		
r_4617_REV		
r_4618_REV		
r_4619_REV		
r_4620_REV		
r_4621_REV		
r_4622_REV		
r_4623_REV		
r_4624_REV		
r_4625_REV		
r_4626_REV		
r_4627_REV		
r_4628_REV		
